,area_type,location,BHK,total_sqft,bath,balcony,price_in_lakhs
8223,Plot  Area,others,3,1200.0,3.0,1.0,130.0
8224,Super built-up  Area,others,2,1050.0,2.0,1.0,67.0
8225,Super built-up  Area,others,3,1596.0,3.0,1.0,105.0
8229,Plot  Area,others,3,1200.0,3.0,1.0,85.0
8230,Built-up  Area,others,2,1132.0,2.0,1.0,67.0
8232,Super built-up  Area,others,3,1515.0,3.0,3.0,88.0
8235,Super built-up  Area,others,2,1380.0,2.0,1.0,80.0
8238,Built-up  Area,others,4,4346.0,5.0,2.0,500.0
8240,Super built-up  Area,others,3,2200.0,3.0,2.0,187.0
8241,Built-up  Area,others,3,3329.0,3.0,2.0,330.0
8242,Plot  Area,others,4,3600.0,4.0,2.0,300.0
8243,Super built-up  Area,others,4,3500.0,3.0,3.0,450.0
8245,Super built-up  Area,others,2,1093.0,2.0,2.0,65.0
8247,Carpet  Area,others,3,1535.0,3.0,1.0,95.0
8249,Super built-up  Area,others,2,1100.0,2.0,1.0,62.7
8252,Super built-up  Area,others,3,2197.0,4.0,3.0,280.0
8254,Built-up  Area,others,2,1100.0,2.0,1.0,60.0
8255,Plot  Area,others,4,1600.0,3.0,1.0,172.0
8256,Built-up  Area,others,3,1450.0,2.0,2.0,85.0
8257,Built-up  Area,others,4,2000.0,3.0,1.0,166.0
8261,Built-up  Area,others,3,1756.0,3.0,3.0,100.0
8262,Super built-up  Area,others,3,1532.0,3.0,3.0,92.0
8263,Built-up  Area,others,3,1650.0,3.0,0.0,110.0
8264,Built-up  Area,others,2,1200.0,2.0,2.0,66.0
8266,Super built-up  Area,others,3,1525.0,2.0,3.0,122.0
8270,Plot  Area,others,4,2400.0,3.0,2.0,200.0
8271,Built-up  Area,others,2,1000.0,2.0,1.0,130.0
8273,Plot  Area,others,2,3040.0,1.0,1.0,180.0
8275,Super built-up  Area,others,3,1390.0,3.0,1.0,120.0
8277,Super built-up  Area,others,2,1135.0,2.0,2.0,68.0
8278,Super built-up  Area,others,2,900.0,2.0,1.0,55.0
8282,Super built-up  Area,others,3,2500.0,3.0,1.0,250.0
8286,Super built-up  Area,others,2,1269.72,2.0,2.0,68.0
8287,Plot  Area,others,3,1168.0,3.0,0.0,70.0
8289,Plot  Area,others,4,2100.0,4.0,2.0,155.0
8291,Super built-up  Area,others,3,1515.0,3.0,3.0,93.93
8296,Built-up  Area,others,6,2700.0,4.0,2.0,214.0
8297,Super built-up  Area,others,3,2000.0,3.0,2.0,210.0
8298,Plot  Area,others,5,2400.0,4.0,1.0,300.0
8299,Super built-up  Area,others,3,1760.0,3.0,3.0,176.0
8300,Built-up  Area,others,1,595.0,1.0,1.0,42.0
8305,Built-up  Area,others,2,1170.0,2.0,2.0,86.0
8306,Plot  Area,others,4,2200.0,4.0,3.0,235.0
8314,Carpet  Area,others,3,1650.0,3.0,3.0,175.0
8316,Super built-up  Area,others,3,1670.0,3.0,3.0,91.86
8320,Built-up  Area,others,3,1250.0,2.0,1.0,80.0
8321,Plot  Area,others,3,1650.0,4.0,2.0,160.0
8322,Super built-up  Area,others,2,800.0,2.0,3.0,50.0
8323,Super built-up  Area,others,2,1225.0,2.0,2.0,150.0
8325,Super built-up  Area,others,4,3675.0,4.0,3.0,367.0
8326,Plot  Area,others,2,1200.0,2.0,2.0,150.0
8329,Plot  Area,others,2,1350.0,2.0,1.0,80.0
8331,Super built-up  Area,others,3,1614.0,3.0,1.0,110.0
8332,Super built-up  Area,others,2,1188.0,2.0,3.0,73.0
8333,Super built-up  Area,others,3,1480.0,3.0,2.0,90.0
8334,Plot  Area,others,2,680.0,2.0,0.0,42.0
8337,Built-up  Area,others,2,955.0,2.0,3.0,53.55
8339,Super built-up  Area,others,3,2479.13,3.0,1.0,215.0
8340,Built-up  Area,others,2,1100.0,2.0,0.0,106.0
8343,Super built-up  Area,others,3,1925.0,3.0,2.0,120.0
8344,Super built-up  Area,others,1,650.0,1.0,1.0,26.0
8346,Super built-up  Area,others,3,2000.0,3.0,3.0,207.0
8347,Plot  Area,others,2,1050.0,2.0,0.0,110.0
8349,Super built-up  Area,others,3,2204.0,2.0,3.0,305.0
8355,Built-up  Area,others,3,1685.0,2.0,1.0,110.0
8357,Super built-up  Area,others,3,1550.0,3.0,3.0,110.0
8358,Built-up  Area,others,1,500.0,1.0,0.0,20.0
8360,Super built-up  Area,others,3,3155.0,4.0,2.0,370.0
8361,Super built-up  Area,others,3,1765.0,3.0,3.0,105.0
8362,Super built-up  Area,others,2,1265.0,2.0,3.0,70.0
8363,Built-up  Area,others,2,1012.0,2.0,1.0,59.0
8364,Super built-up  Area,others,3,2045.0,4.0,3.0,154.0
8366,Plot  Area,others,6,2400.0,4.0,2.0,280.0
8367,Super built-up  Area,others,1,581.91,2.0,1.0,25.0
8368,Plot  Area,others,3,1158.0,2.0,2.0,85.0
8369,Super built-up  Area,others,2,925.0,2.0,2.0,51.0
8370,Built-up  Area,others,2,1415.0,2.0,3.0,110.0
8373,Super built-up  Area,others,4,4750.0,5.0,2.0,600.0
8374,Super built-up  Area,others,3,1840.0,3.0,2.0,155.0
8375,Plot  Area,others,2,1350.0,2.0,1.0,185.0
8376,Built-up  Area,others,2,824.0,2.0,0.0,60.0
8377,Super built-up  Area,others,3,1340.0,2.0,1.0,100.0
8378,Built-up  Area,others,3,1620.0,2.0,1.0,110.0
8379,Built-up  Area,others,3,1533.0,3.0,2.0,115.0
8380,Built-up  Area,others,3,1560.0,3.0,2.0,85.0
8382,Super built-up  Area,others,1,750.0,1.0,2.0,25.0
8383,Super built-up  Area,others,3,1375.0,2.0,3.0,85.0
8390,Built-up  Area,others,3,1500.0,3.0,2.0,88.0
8392,Super built-up  Area,others,2,1140.0,2.0,1.0,76.0
8393,Super built-up  Area,others,2,1198.0,2.0,1.0,84.0
8394,Built-up  Area,others,4,4000.0,4.0,1.0,520.0
8396,Built-up  Area,others,2,1370.0,2.0,2.0,75.0
8400,Super built-up  Area,others,2,1000.0,1.0,1.0,55.0
8401,Plot  Area,others,2,1200.0,2.0,2.0,125.0
8405,Built-up  Area,others,1,1050.0,1.0,1.0,70.0
8406,Plot  Area,others,3,1200.0,2.0,0.0,80.0
8414,Built-up  Area,others,1,400.0,1.0,0.0,14.0
8416,Plot  Area,others,5,1575.0,4.0,0.0,150.0
8418,Built-up  Area,others,4,4800.0,5.0,3.0,629.0
8419,Super built-up  Area,others,2,1200.0,2.0,2.0,70.0
8421,Super built-up  Area,others,2,1100.0,2.0,1.0,60.0
8423,Super built-up  Area,others,2,1300.0,2.0,1.0,79.0
8425,Super built-up  Area,others,4,3500.0,4.0,3.0,350.0
8427,Built-up  Area,others,3,1000.0,2.0,0.0,110.0
8434,Built-up  Area,others,3,2400.0,3.0,1.0,260.0
8435,Super built-up  Area,others,3,1533.0,3.0,2.0,85.0
8438,Super built-up  Area,others,2,1452.55,2.0,3.0,110.0
8439,Built-up  Area,others,3,2357.0,3.0,2.0,151.0
8440,Super built-up  Area,others,2,1170.0,2.0,3.0,105.0
8441,Super built-up  Area,others,3,1411.0,3.0,2.0,91.72
8443,Super built-up  Area,others,3,3095.0,3.0,3.0,375.0
8445,Plot  Area,others,3,1100.0,3.0,1.0,78.0
8447,Super built-up  Area,others,4,3600.0,4.0,2.0,365.0
8450,Built-up  Area,others,3,1945.0,3.0,3.0,120.0
8452,Super built-up  Area,others,3,1650.0,3.0,1.0,165.0
8453,Plot  Area,others,3,1550.0,2.0,1.0,150.0
8455,Built-up  Area,others,3,1150.0,2.0,1.0,75.0
8456,Plot  Area,others,3,1200.0,3.0,1.0,74.0
8457,Super built-up  Area,others,3,1229.0,3.0,1.0,86.03
8458,Built-up  Area,others,2,1030.0,2.0,3.0,61.0
8459,Built-up  Area,others,1,600.0,1.0,0.0,32.0
8460,Super built-up  Area,others,2,1165.0,2.0,1.0,135.0
8463,Built-up  Area,others,4,3000.0,4.0,2.0,240.0
8465,Super built-up  Area,others,2,1315.0,2.0,2.0,90.0
8466,Super built-up  Area,others,2,1210.0,2.0,2.0,72.0
8467,Super built-up  Area,others,6,11338.0,9.0,1.0,1000.0
8469,Plot  Area,others,4,30000.0,4.0,2.0,2100.0
8471,Super built-up  Area,others,2,1170.0,2.0,2.0,68.0
8472,Plot  Area,others,2,1600.0,2.0,2.0,110.0
8474,Super built-up  Area,others,3,1370.0,2.0,2.0,75.0
8476,Super built-up  Area,others,3,1980.0,3.0,2.0,224.0
8478,Super built-up  Area,others,3,1700.0,3.0,1.0,97.0
8479,Super built-up  Area,others,3,1900.0,3.0,3.0,160.0
8481,Built-up  Area,others,2,1100.0,2.0,1.0,75.0
8482,Built-up  Area,others,3,1929.0,3.0,2.0,115.0
8483,Built-up  Area,others,4,3161.0,4.0,3.0,214.0
8485,Plot  Area,others,3,3515.0,3.0,1.0,420.0
8487,Super built-up  Area,others,2,1100.0,2.0,1.0,70.0
8491,Super built-up  Area,others,1,700.0,1.0,1.0,41.0
8496,Plot  Area,others,3,3000.0,3.0,0.0,250.0
8497,Super built-up  Area,others,2,1100.0,2.0,3.0,61.0
8498,Plot  Area,others,1,1260.0,1.0,0.0,41.0
8499,Plot  Area,others,1,1500.0,1.0,0.0,37.5
8500,Built-up  Area,others,1,600.0,1.0,1.0,17.0
8502,Super built-up  Area,others,2,1165.0,2.0,2.0,75.0
8503,Plot  Area,others,3,1272.0,4.0,0.0,75.0
8505,Plot  Area,others,5,1600.0,5.0,2.0,140.0
8507,Super built-up  Area,others,3,1000.0,2.0,1.0,65.0
8509,Plot  Area,others,3,2400.0,4.0,2.0,325.0
8511,Built-up  Area,others,2,1463.0,1.0,1.0,142.0
8513,Super built-up  Area,others,3,2401.0,3.0,2.0,185.0
8514,Built-up  Area,others,3,1875.0,2.0,3.0,235.0
8516,Built-up  Area,others,1,890.0,1.0,1.0,75.0
8519,Plot  Area,others,3,2400.0,3.0,2.0,290.0
8521,Super built-up  Area,others,3,1690.0,3.0,2.0,100.0
8524,Plot  Area,others,2,1350.0,2.0,0.0,90.0
8525,Super built-up  Area,others,3,1460.0,3.0,2.0,88.0
8526,Super built-up  Area,others,3,1685.0,3.0,2.0,95.0
8527,Plot  Area,others,1,800.0,1.0,0.0,52.0
8528,Plot  Area,others,4,4000.0,5.0,1.0,280.0
8530,Plot  Area,others,2,792.0,2.0,1.0,70.0
8533,Plot  Area,others,5,2400.0,5.0,2.0,235.0
8536,Plot  Area,others,1,461.82,1.0,1.0,31.7
8537,Plot  Area,others,3,1500.0,2.0,0.0,85.0
8540,Super built-up  Area,others,2,1260.0,2.0,1.0,75.0
8542,Super built-up  Area,others,10,12000.0,12.0,2.0,525.0
8544,Built-up  Area,others,3,2820.0,3.0,2.0,285.0
8545,Built-up  Area,others,3,1950.0,3.0,2.0,130.0
8547,Super built-up  Area,others,3,1350.0,2.0,2.0,140.0
8548,Plot  Area,others,4,4051.0,4.0,3.0,345.0
8549,Super built-up  Area,others,3,2100.0,3.0,3.0,170.0
8550,Built-up  Area,others,3,1991.0,3.0,2.0,160.0
8552,Built-up  Area,others,3,1200.0,3.0,2.0,66.0
8554,Plot  Area,others,4,3000.0,4.0,3.0,342.0
8555,Plot  Area,others,6,2400.0,6.0,2.0,245.0
8557,Plot  Area,others,2,1375.0,2.0,1.0,105.0
8558,Super built-up  Area,others,3,1693.0,3.0,2.0,108.0
8565,Super built-up  Area,others,3,1150.0,2.0,2.0,77.5
8569,Super built-up  Area,others,2,1058.0,2.0,2.0,60.0
8570,Built-up  Area,others,1,900.0,1.0,1.0,30.0
8571,Super built-up  Area,others,3,1672.0,3.0,2.0,150.0
8574,Built-up  Area,others,3,1250.0,3.0,2.0,139.0
8575,Super built-up  Area,others,2,1468.0,3.0,2.0,130.0
8579,Built-up  Area,others,3,1480.0,2.0,0.0,145.0
8582,Super built-up  Area,others,3,2280.0,3.0,2.0,285.0
8583,Super built-up  Area,others,3,2000.0,3.0,2.0,200.0
8586,Super built-up  Area,others,3,1080.0,2.0,2.0,75.0
8587,Super built-up  Area,others,3,2400.0,2.0,1.0,150.0
8589,Super built-up  Area,others,2,1125.0,2.0,1.0,75.0
8590,Built-up  Area,others,3,1596.0,3.0,0.0,95.0
8591,Built-up  Area,others,3,1639.0,3.0,3.0,123.0
8593,Super built-up  Area,others,3,1740.0,3.0,2.0,199.0
8594,Carpet  Area,others,3,1372.0,2.0,1.0,90.0
8596,Super built-up  Area,others,5,6200.0,5.0,2.0,720.0
8599,Built-up  Area,others,2,925.0,2.0,2.0,63.0
8600,Plot  Area,others,4,1200.0,3.0,1.0,95.0
8601,Plot  Area,others,2,1200.0,2.0,0.0,79.0
8602,Super built-up  Area,others,3,2500.0,3.0,2.0,270.0
8603,Plot  Area,others,4,1584.0,3.0,2.0,145.0
8604,Super built-up  Area,others,3,1570.0,3.0,1.0,115.0
8605,Built-up  Area,others,3,3000.0,3.0,3.0,400.0
8609,Built-up  Area,others,3,1750.0,3.0,1.0,180.0
8610,Plot  Area,others,2,1500.0,1.0,0.0,160.0
8611,Plot  Area,others,6,2100.0,6.0,2.0,275.0
8613,Built-up  Area,others,1,705.0,1.0,2.0,36.5
8614,Super built-up  Area,others,3,1340.0,3.0,3.0,77.0
8618,Plot  Area,others,1,1260.0,1.0,1.0,41.0
8619,Plot  Area,others,2,1200.0,2.0,1.0,125.0
8620,Built-up  Area,others,4,1270.0,2.0,1.0,175.0
8621,Plot  Area,others,3,1200.0,3.0,2.0,130.0
8622,Super built-up  Area,others,4,3595.0,6.0,2.0,360.0
8624,Super built-up  Area,others,4,3100.0,5.0,1.0,385.0
8626,Plot  Area,others,4,1200.0,4.0,1.0,150.0
8627,Plot  Area,others,3,3259.0,3.0,0.0,270.0
8630,Built-up  Area,others,1,596.0,1.0,1.0,42.0
8631,Super built-up  Area,others,16,10000.0,16.0,2.0,550.0
8632,Plot  Area,others,4,1200.0,4.0,3.0,110.0
8633,Super built-up  Area,others,3,1910.0,3.0,1.0,190.0
8636,Built-up  Area,others,3,1750.0,3.0,3.0,149.0
8638,Super built-up  Area,others,2,985.0,2.0,1.0,63.0
8639,Super built-up  Area,others,2,1300.0,2.0,1.0,129.0
8640,Super built-up  Area,others,3,1490.0,2.0,3.0,88.0
8644,Super built-up  Area,others,1,650.0,1.0,0.0,30.0
8645,Super built-up  Area,others,3,1500.0,2.0,2.0,89.99
8646,Plot  Area,others,4,1350.0,4.0,2.0,145.0
8647,Super built-up  Area,others,1,910.0,1.0,1.0,42.0
8650,Built-up  Area,others,1,532.0,1.0,1.0,22.49
8651,Super built-up  Area,others,3,1060.0,3.0,1.0,62.0
8653,Super built-up  Area,others,2,1550.0,2.0,3.0,160.0
8657,Built-up  Area,others,2,1000.0,2.0,1.0,80.0
8659,Built-up  Area,others,3,1500.0,2.0,0.0,97.0
8660,Super built-up  Area,others,3,1865.0,4.0,2.0,140.0
8662,Built-up  Area,others,4,3500.0,4.0,2.0,245.0
8666,Super built-up  Area,others,3,1320.0,2.0,2.0,73.0
8667,Plot  Area,others,6,2150.0,6.0,3.0,205.0
8670,Plot  Area,others,2,675.0,3.0,1.0,52.0
8671,Super built-up  Area,others,3,1801.0,3.0,2.0,139.0
8673,Built-up  Area,others,4,2990.0,4.0,2.0,324.0
8674,Plot  Area,others,2,2400.0,2.0,1.0,160.0
8676,Built-up  Area,others,2,1150.0,2.0,1.0,75.0
8677,Plot  Area,others,3,1200.0,3.0,2.0,165.0
8684,Super built-up  Area,others,3,1390.0,2.0,2.0,80.0
8685,Super built-up  Area,others,3,1550.0,2.0,2.0,90.0
8688,Plot  Area,others,4,1500.0,4.0,0.0,110.0
8690,Super built-up  Area,others,3,1839.0,3.0,3.0,165.0
8692,Super built-up  Area,others,2,900.0,2.0,1.0,70.0
8694,Plot  Area,others,3,1500.0,3.0,2.0,149.0
8697,Plot  Area,others,1,750.0,2.0,0.0,50.0
8698,Built-up  Area,others,2,600.0,3.0,2.0,75.0
8699,Built-up  Area,others,3,1605.0,2.0,3.0,85.0
8702,Super built-up  Area,others,1,1500.0,1.0,1.0,19.5
8704,Plot  Area,others,2,1200.0,2.0,0.0,70.0
8705,Plot  Area,others,2,1200.0,2.0,1.0,160.0
8706,Super built-up  Area,others,3,1904.0,3.0,3.0,155.0
8707,Super built-up  Area,others,3,2770.0,4.0,3.0,315.0
8708,Built-up  Area,others,1,813.0,1.0,1.0,39.0
8711,Super built-up  Area,others,3,1630.0,2.0,2.0,97.78
8713,Built-up  Area,others,4,2425.0,4.0,3.0,173.0
8717,Built-up  Area,others,2,1280.0,2.0,1.0,75.0
8718,Super built-up  Area,others,1,735.0,1.0,1.0,75.0
8719,Built-up  Area,others,1,500.0,1.0,0.0,24.0
8721,Plot  Area,others,3,1200.0,4.0,0.0,145.0
8722,Plot  Area,others,2,1200.0,2.0,1.0,100.0
8723,Plot  Area,others,3,1200.0,3.0,1.0,160.0
8724,Super built-up  Area,others,3,1265.0,2.0,1.0,82.0
8727,Built-up  Area,others,3,1850.0,3.0,3.0,98.0
8728,Plot  Area,others,4,2360.0,4.0,2.0,150.0
8729,Super built-up  Area,others,2,1030.0,2.0,1.0,77.25
8731,Super built-up  Area,others,3,2000.0,3.0,2.0,160.0
8732,Built-up  Area,others,3,1575.0,3.0,2.0,93.0
8733,Built-up  Area,others,3,1300.0,2.0,2.0,70.0
8735,Super built-up  Area,others,2,1380.0,2.0,1.0,75.0
8740,Plot  Area,others,3,3100.0,3.0,3.0,250.0
8741,Built-up  Area,others,2,1190.0,2.0,2.0,100.0
8742,Super built-up  Area,others,3,1827.0,3.0,3.0,100.0
8743,Super built-up  Area,others,3,1500.0,3.0,3.0,95.0
8744,Super built-up  Area,others,2,1180.0,2.0,2.0,63.0
8749,Super built-up  Area,others,3,1645.0,3.0,2.0,95.0
8750,Plot  Area,others,4,1200.0,4.0,1.0,140.0
8753,Super built-up  Area,others,2,1097.0,2.0,3.0,65.0
8754,Built-up  Area,others,4,1600.0,3.0,1.0,165.0
8756,Built-up  Area,others,2,900.0,2.0,2.0,110.0
8757,Built-up  Area,others,2,1200.0,2.0,1.0,125.0
8758,Super built-up  Area,others,2,1355.0,2.0,3.0,75.0
8760,Plot  Area,others,4,7500.0,4.0,2.0,900.0
8763,Super built-up  Area,others,4,4104.0,4.0,3.0,360.0
8766,Plot  Area,others,2,2080.0,2.0,1.0,150.0
8767,Super built-up  Area,others,2,1505.0,2.0,2.0,90.0
8768,Plot  Area,others,3,1200.0,3.0,3.0,95.75
8769,Super built-up  Area,others,3,1810.0,4.0,3.0,148.0
8771,Super built-up  Area,others,3,1530.0,2.0,1.0,97.0
8776,Plot  Area,others,3,1500.0,2.0,1.0,130.0
8780,Super built-up  Area,others,2,1400.0,2.0,2.0,80.0
8781,Super built-up  Area,others,3,1533.0,3.0,2.0,150.0
8783,Super built-up  Area,others,4,3730.0,6.0,2.0,450.0
8784,Super built-up  Area,others,2,745.0,2.0,0.0,50.0
8786,Super built-up  Area,others,2,1355.0,2.0,1.0,95.0
8787,Super built-up  Area,others,1,833.0,1.0,1.0,49.0
8789,Super built-up  Area,others,4,3000.0,5.0,2.0,270.0
8790,Built-up  Area,others,2,1220.0,2.0,2.0,68.0
8791,Plot  Area,others,4,3811.0,3.0,2.0,475.0
8792,Super built-up  Area,others,3,1545.0,3.0,3.0,85.0
8794,Plot  Area,others,2,1350.0,2.0,1.0,110.0
8796,Super built-up  Area,others,3,1200.0,2.0,1.0,68.0
8798,Plot  Area,others,5,2000.0,4.0,2.0,180.0
8802,Built-up  Area,others,4,1280.0,4.0,1.0,115.0
8803,Plot  Area,others,3,1200.0,3.0,0.0,85.0
8805,Super built-up  Area,others,3,1655.0,3.0,2.0,155.0
8806,Super built-up  Area,others,2,1150.0,2.0,1.0,74.0
8808,Plot  Area,others,3,1200.0,2.0,0.0,108.0
8809,Super built-up  Area,others,2,1200.0,2.0,2.0,75.0
8814,Plot  Area,others,2,1500.0,2.0,0.0,203.0
8816,Plot  Area,others,4,1350.0,4.0,2.0,85.0
8817,Carpet  Area,others,9,4500.0,9.0,2.0,500.0
8820,Built-up  Area,others,3,1550.0,3.0,2.0,160.0
8823,Built-up  Area,others,3,1758.0,3.0,2.0,95.0
8824,Super built-up  Area,others,4,3179.0,5.0,3.0,351.0
8826,Built-up  Area,others,2,1200.0,3.0,0.0,85.0
8828,Built-up  Area,others,3,1800.0,3.0,3.0,140.0
8831,Built-up  Area,others,4,3900.0,4.0,2.0,333.0
8832,Plot  Area,others,3,2400.0,4.0,2.0,200.0
8833,Super built-up  Area,others,3,1645.0,3.0,2.0,87.5
8835,Super built-up  Area,others,3,2600.0,3.0,2.0,140.0
8836,Super built-up  Area,others,2,950.0,2.0,1.0,60.0
8842,Super built-up  Area,others,3,1900.0,3.0,2.0,205.0
8844,Super built-up  Area,others,3,1402.0,2.0,2.0,85.0
8846,Super built-up  Area,others,3,2100.0,3.0,2.0,240.0
8850,Plot  Area,others,3,1200.0,3.0,0.0,140.0
8851,Built-up  Area,others,2,814.0,2.0,1.0,55.0
8854,Super built-up  Area,others,3,1590.0,3.0,0.0,120.0
8855,Super built-up  Area,others,4,3754.0,6.0,2.0,430.0
8858,Super built-up  Area,others,3,1450.0,2.0,3.0,89.6
8860,Built-up  Area,others,2,1340.0,2.0,3.0,77.0
8863,Super built-up  Area,others,3,1665.0,3.0,2.0,105.0
8865,Plot  Area,others,4,2300.0,4.0,2.0,200.0
8866,Super built-up  Area,others,2,1210.0,2.0,1.0,76.0
8871,Super built-up  Area,others,2,1065.0,2.0,1.0,58.0
8874,Built-up  Area,others,3,1636.0,3.0,2.0,97.0
8875,Super built-up  Area,others,4,3600.0,4.0,3.0,450.0
8878,Plot  Area,others,3,1200.0,3.0,2.0,72.0
8882,Plot  Area,others,2,1000.0,1.0,1.0,75.0
8885,Built-up  Area,others,2,1170.0,2.0,2.0,86.0
8886,Plot  Area,others,4,4830.0,5.0,1.0,390.0
8887,Built-up  Area,others,2,850.0,2.0,1.0,75.0
8891,Super built-up  Area,others,3,2065.0,3.0,2.0,130.0
8892,Built-up  Area,others,2,1150.0,2.0,2.0,125.0
8895,Built-up  Area,others,3,2550.0,4.0,2.0,290.0
8896,Built-up  Area,others,4,3080.0,2.0,1.0,285.0
8898,Super built-up  Area,others,4,3400.0,6.0,2.0,420.0
8899,Super built-up  Area,others,1,450.0,1.0,1.0,25.0
8900,Super built-up  Area,others,2,1100.0,2.0,1.0,85.0
8905,Super built-up  Area,others,2,1036.0,2.0,2.0,110.0
8908,Plot  Area,others,4,1376.0,4.0,1.0,156.0
8913,Super built-up  Area,others,2,1080.0,2.0,1.0,62.0
8917,Built-up  Area,others,3,1475.0,2.0,1.0,200.0
8918,Plot  Area,others,3,1200.0,3.0,3.0,96.25
8920,Super built-up  Area,others,4,2631.0,3.0,2.0,200.0
8921,Built-up  Area,others,2,830.0,2.0,1.0,60.0
8922,Super built-up  Area,others,2,1500.0,2.0,2.0,88.0
8925,Built-up  Area,others,2,856.0,2.0,1.0,48.0
8926,Super built-up  Area,others,2,1143.0,2.0,1.0,62.0
8928,Built-up  Area,others,2,1117.0,2.0,1.0,110.0
8929,Super built-up  Area,others,1,600.0,1.0,1.0,43.0
8933,Plot  Area,others,3,1200.0,3.0,0.0,70.0
8934,Built-up  Area,others,4,2675.0,4.0,2.0,290.0
8938,Built-up  Area,others,3,1477.0,2.0,2.0,80.0
8939,Super built-up  Area,others,4,3500.0,5.0,2.0,450.0
8940,Super built-up  Area,others,3,1793.0,3.0,2.0,98.0
8944,Plot  Area,others,2,1020.0,2.0,1.0,62.0
8945,Super built-up  Area,others,4,3563.0,6.0,1.0,310.0
8948,Super built-up  Area,others,4,3300.0,5.0,3.0,318.0
8949,Plot  Area,others,3,1200.0,3.0,1.0,165.0
8953,Super built-up  Area,others,3,1718.0,3.0,3.0,223.0
8954,Super built-up  Area,others,3,1200.0,2.0,2.0,75.0
8955,Super built-up  Area,others,2,985.0,2.0,1.0,55.0
8960,Built-up  Area,others,2,1030.0,2.0,2.0,80.0
8962,Built-up  Area,others,2,1150.0,2.0,2.0,69.0
8965,Super built-up  Area,others,3,1500.0,2.0,1.0,90.0
8966,Plot  Area,others,2,900.0,2.0,0.0,55.0
8971,Built-up  Area,others,4,1750.0,2.0,1.0,225.0
8973,Built-up  Area,others,2,1100.0,2.0,1.0,78.0
8974,Plot  Area,others,2,1180.0,2.0,2.0,74.0
8976,Super built-up  Area,others,3,1540.0,3.0,2.0,85.0
8978,Super built-up  Area,others,3,1800.0,3.0,0.0,230.0
8980,Super built-up  Area,others,3,2000.0,3.0,2.0,120.0
8981,Built-up  Area,others,3,2000.0,3.0,1.0,145.0
8982,Super built-up  Area,others,1,500.0,1.0,1.0,15.0
8988,Built-up  Area,others,4,3160.0,4.0,3.0,206.0
8989,Plot  Area,others,2,922.0,2.0,1.0,70.0
8990,Built-up  Area,others,2,850.0,2.0,1.0,72.0
8991,Plot  Area,others,2,1200.0,1.0,0.0,65.0
8993,Super built-up  Area,others,2,1233.0,2.0,3.0,100.0
9001,Plot  Area,others,3,1936.0,3.0,0.0,110.0
9002,Super built-up  Area,others,3,1652.5,3.0,2.0,90.0
9004,Plot  Area,others,3,1500.0,3.0,2.0,138.0
9005,Super built-up  Area,others,2,700.0,2.0,0.0,43.0
9006,Built-up  Area,others,3,1750.0,3.0,3.0,170.0
9007,Plot  Area,others,3,1365.0,3.0,0.0,99.0
9010,Super built-up  Area,others,2,708.0,1.0,1.0,55.0
9011,Built-up  Area,others,3,1680.0,3.0,3.0,135.0
9012,Super built-up  Area,others,2,990.0,2.0,2.0,58.0
9013,Built-up  Area,others,2,1240.0,2.0,1.0,100.0
9014,Built-up  Area,others,3,1810.0,3.0,3.0,118.0
9015,Super built-up  Area,others,3,2005.0,3.0,2.0,240.0
9018,Built-up  Area,others,2,1000.0,2.0,1.0,97.0
9021,Built-up  Area,others,3,1430.0,3.0,1.0,78.65
9023,Built-up  Area,others,1,1200.0,2.0,1.0,45.0
9028,Super built-up  Area,others,1,840.0,1.0,0.0,75.0
9029,Super built-up  Area,others,3,1760.0,2.0,1.0,116.0
9030,Super built-up  Area,others,4,3317.5,5.0,0.0,268.5
9031,Plot  Area,others,2,600.0,1.0,1.0,52.0
9032,Super built-up  Area,others,3,1670.0,3.0,2.0,160.0
9035,Super built-up  Area,others,3,1200.0,2.0,2.0,75.6
9036,Plot  Area,others,5,2400.0,5.0,3.0,285.0
9037,Super built-up  Area,others,4,2100.0,4.0,2.0,150.0
9041,Built-up  Area,others,4,1550.0,4.0,1.0,120.0
9042,Super built-up  Area,others,2,905.0,2.0,1.0,50.0
9043,Super built-up  Area,others,3,1495.0,3.0,2.0,200.0
9045,Super built-up  Area,others,1,550.0,1.0,1.0,23.0
9048,Super built-up  Area,others,3,1080.0,2.0,2.0,75.0
9050,Super built-up  Area,others,3,1537.0,3.0,2.0,110.0
9051,Super built-up  Area,others,3,1750.0,3.0,2.0,150.0
9052,Built-up  Area,others,7,2800.0,7.0,1.0,250.0
9054,Super built-up  Area,others,2,1191.0,2.0,1.0,90.0
9057,Super built-up  Area,others,4,2849.0,5.0,2.0,250.0
9062,Super built-up  Area,others,2,827.0,2.0,1.0,45.0
9069,Super built-up  Area,others,2,1205.0,2.0,1.0,70.0
9073,Plot  Area,others,3,2200.0,4.0,2.0,160.0
9076,Super built-up  Area,others,3,1900.0,3.0,3.0,155.0
9077,Plot  Area,others,2,1200.0,1.0,2.0,95.0
9079,Super built-up  Area,others,2,1100.0,2.0,1.0,61.0
9080,Super built-up  Area,others,2,1100.0,2.0,2.0,110.0
9081,Built-up  Area,others,3,1942.0,3.0,1.0,155.0
9082,Plot  Area,others,3,1200.0,4.0,2.0,80.0
9085,Super built-up  Area,others,3,1515.0,3.0,3.0,90.0
